USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  2.2  0.1  23072 14524 ?        Ss   15:08   0:01 /sbin/init splash
include     3788  0.4  0.1  39140 12112 ?        Ss   15:09   0:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
include     3811  0.3  0.3 276668 25968 ?        Sl   15:09   0:00 /usr/libexec/ibus-x11
include     3818  0.5  1.2 2013424 104648 ?      Sl   15:09   0:00 /usr/libexec/mutter-x11-frames
include     3823  0.0  0.0  28168  1512 ?        S    15:09   0:00 /usr/bin/VBoxClient --clipboard
include     3824  0.0  0.0 226976  4584 ?        Sl   15:09   0:00 /usr/bin/VBoxClient --clipboard
include     3854  0.0  0.0  28168  1584 ?        S    15:09   0:00 /usr/bin/VBoxClient --checkhostversion
include     3856  0.0  0.0 160272  2448 ?        Sl   15:09   0:00 /usr/bin/VBoxClient --checkhostversion
include     3869  0.0  0.0  28168  1604 ?        S    15:09   0:00 /usr/bin/VBoxClient --vmsvga-session
include     3870  0.0  0.0 160272  2536 ?        Sl   15:09   0:00 /usr/bin/VBoxClient --vmsvga-session
include     3928  0.3  0.3 429412 30980 ?        Sl   15:09   0:00 /snap/snapd-desktop-integration/343/usr/bin/snapd-desktop-integration
include     3962  0.1  0.2  40576 19372 ?        S    15:09   0:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
include     3963  0.3  0.3 468652 30696 ?        Sl   15:09   0:00 /usr/bin/gnome-terminal.real --wait
include     3969  1.7  0.7 707036 57556 ?        Ssl  15:09   0:00 /usr/libexec/gnome-terminal-server
include     3976  0.0  0.0  19700  5356 pts/0    Ss   15:09   0:00 bash
include     4024  0.0  0.0  22492  4880 pts/0    R+   15:09   0:00 ps aux
